  Especie,Desove,LT,Fec
Merlangius merlangus,Pelagico,311.31,617305
Merlangius merlangus,Pelagico,311.31,634651
Merlangius merlangus,Pelagico,320.28,517463
Merlangius merlangus,Pelagico,320.35,422793
Merlangius merlangus,Pelagico,320.37,396220
Merlangius merlangus,Pelagico,320.43,531658
Merlangius merlangus,Pelagico,320.6,400204
Merlangius merlangus,Pelagico,321.07,336347
Merlangius merlangus,Pelagico,321.07,414569
Merlangius merlangus,Pelagico,321.07,424076
Merlangius merlangus,Pelagico,321.07,674150
Merlangius merlangus,Pelagico,321.23,365503
Merlangius merlangus,Pelagico,321.23,507135
Merlangius merlangus,Pelagico,321.38,484651
Merlangius merlangus,Pelagico,321.54,464332
Merlangius merlangus,Pelagico,328.55,538710
Merlangius merlangus,Pelagico,329.62,464472
Merlangius merlangus,Pelagico,329.63,451359
Merlangius merlangus,Pelagico,329.78,726094
Merlangius merlangus,Pelagico,329.81,620869
Merlangius merlangus,Pelagico,329.95,591934
Merlangius merlangus,Pelagico,330.81,307934
Merlangius merlangus,Pelagico,330.97,374798
Merlangius merlangus,Pelagico,331.13,437055
Merlangius merlangus,Pelagico,331.13,525296
Merlangius merlangus,Pelagico,331.13,546903
Merlangius merlangus,Pelagico,331.13,580989
Merlangius merlangus,Pelagico,331.46,472554
Merlangius merlangus,Pelagico,331.46,490753
Merlangius merlangus,Pelagico,332.6,538692
Merlangius merlangus,Pelagico,339.58,803797
Merlangius merlangus,Pelagico,339.59,747545
Merlangius merlangus,Pelagico,339.75,654030
Merlangius merlangus,Pelagico,339.91,565696
Merlangius merlangus,Pelagico,340.68,390182
Merlangius merlangus,Pelagico,340.85,698236
Merlangius merlangus,Pelagico,341.01,675738
Merlangius merlangus,Pelagico,341.18,315764
Merlangius merlangus,Pelagico,341.18,484572
Merlangius merlangus,Pelagico,341.18,504502
Merlangius merlangus,Pelagico,341.18,527906
Merlangius merlangus,Pelagico,341.18,725124
Merlangius merlangus,Pelagico,341.51,774208
Merlangius merlangus,Pelagico,341.68,592766
Merlangius merlangus,Pelagico,341.68,626547
Merlangius merlangus,Pelagico,341.68,645777
Merlangius merlangus,Pelagico,348.1,570755
Merlangius merlangus,Pelagico,349.99,563603
Merlangius merlangus,Pelagico,350.84,869268
Merlangius merlangus,Pelagico,350.84,898208
Merlangius merlangus,Pelagico,350.84,925776
Merlangius merlangus,Pelagico,351.02,443640
Merlangius merlangus,Pelagico,351.19,665547
Merlangius merlangus,Pelagico,351.19,696422
Merlangius merlangus,Pelagico,351.36,576521
Merlangius merlangus,Pelagico,353.26,562170
Merlangius merlangus,Pelagico,359.55,527830
Merlangius merlangus,Pelagico,359.55,756745
Merlangius merlangus,Pelagico,359.9,576483
Merlangius merlangus,Pelagico,359.9,595675
Merlangius merlangus,Pelagico,359.9,935087
Merlangius merlangus,Pelagico,360.25,472446
Merlangius merlangus,Pelagico,360.25,728678
Merlangius merlangus,Pelagico,360.86,610018
Merlangius merlangus,Pelagico,360.88,555537
Merlangius merlangus,Pelagico,360.96,609331
Merlangius merlangus,Pelagico,368.46,717702
Merlangius merlangus,Pelagico,369.73,553667
Merlangius merlangus,Pelagico,370.02,686957
Merlangius merlangus,Pelagico,370.09,750988
Merlangius merlangus,Pelagico,370.09,779909
Merlangius merlangus,Pelagico,370.09,993292
Merlangius merlangus,Pelagico,370.09,1076683
Merlangius merlangus,Pelagico,370.45,715886
Merlangius merlangus,Pelagico,379.83,849596
Merlangius merlangus,Pelagico,380.01,893498
Merlangius merlangus,Pelagico,380.07,1044024
Merlangius merlangus,Pelagico,380.08,993464
Merlangius merlangus,Pelagico,380.1,948968
Merlangius merlangus,Pelagico,380.2,730408
Merlangius merlangus,Pelagico,380.2,983260
Merlangius merlangus,Pelagico,380.21,610536
Merlangius merlangus,Pelagico,381.51,949177
Merlangius merlangus,Pelagico,390.02,1164546
Merlangius merlangus,Pelagico,399.69,595504
Merlangius merlangus,Pelagico,399.88,775824
Merlangius merlangus,Pelagico,400.04,851822
Merlangius merlangus,Pelagico,400.21,807485
Merlangius merlangus,Pelagico,410.63,1121854
Merlangius merlangus,Pelagico,420.38,1443958
Merlangius merlangus,Pelagico,427.23,864431
Merlangius merlangus,Pelagico,438.68,881966
Merlangius merlangus,Pelagico,507.65,1270342
Merluccius hubbsi,Pelagico,320.62,53033
Merluccius hubbsi,Pelagico,329.88,37817
Merluccius hubbsi,Pelagico,339.65,131072
Merluccius hubbsi,Pelagico,349.77,154090
Merluccius hubbsi,Pelagico,360.44,166690
Merluccius hubbsi,Pelagico,369.66,245069
Merluccius hubbsi,Pelagico,371.14,83174
Merluccius hubbsi,Pelagico,371.14,103410
Merluccius hubbsi,Pelagico,371.83,153997
Merluccius hubbsi,Pelagico,379.95,282344
Merluccius hubbsi,Pelagico,380.59,117654
Merluccius hubbsi,Pelagico,389.64,118509
Merluccius hubbsi,Pelagico,390.33,206638
Merluccius hubbsi,Pelagico,399.07,127429
Merluccius hubbsi,Pelagico,399.59,163998
Merluccius hubbsi,Pelagico,400.1,104228
Merluccius hubbsi,Pelagico,400.41,504820
Merluccius hubbsi,Pelagico,400.74,175442
Merluccius hubbsi,Pelagico,409.69,308940
Merluccius hubbsi,Pelagico,409.73,188762
Merluccius hubbsi,Pelagico,409.83,268880
Merluccius hubbsi,Pelagico,410.26,179130
Merluccius hubbsi,Pelagico,410.49,162053
Merluccius hubbsi,Pelagico,410.5,130896
Merluccius hubbsi,Pelagico,419.54,88029
Merluccius hubbsi,Pelagico,419.59,344512
Merluccius hubbsi,Pelagico,420.22,380118
Merluccius hubbsi,Pelagico,420.31,317803
Merluccius hubbsi,Pelagico,420.89,148661
Merluccius hubbsi,Pelagico,420.89,184270
Merluccius hubbsi,Pelagico,420.98,42492
Merluccius hubbsi,Pelagico,429.44,259994
Merluccius hubbsi,Pelagico,429.6,184132
Merluccius hubbsi,Pelagico,430.2,406787
Merluccius hubbsi,Pelagico,430.23,308864
Merluccius hubbsi,Pelagico,430.26,242098
Merluccius hubbsi,Pelagico,430.62,348922
Merluccius hubbsi,Pelagico,430.62,375628
Merluccius hubbsi,Pelagico,430.62,411237
Merluccius hubbsi,Pelagico,430.64,179782
Merluccius hubbsi,Pelagico,430.74,614120
Merluccius hubbsi,Pelagico,430.89,199280
Merluccius hubbsi,Pelagico,439.25,247629
Merluccius hubbsi,Pelagico,439.78,215854
Merluccius hubbsi,Pelagico,440.1,451261
Merluccius hubbsi,Pelagico,440.2,166394
Merluccius hubbsi,Pelagico,440.37,353337
Merluccius hubbsi,Pelagico,440.38,246512
Merluccius hubbsi,Pelagico,440.91,52526
Merluccius hubbsi,Pelagico,450.06,335497
Merluccius hubbsi,Pelagico,450.12,148608
Merluccius hubbsi,Pelagico,450.14,166357
Merluccius hubbsi,Pelagico,450.15,135200
Merluccius hubbsi,Pelagico,450.76,356026
Merluccius hubbsi,Pelagico,450.78,299886
Merluccius hubbsi,Pelagico,450.78,320612
Merluccius hubbsi,Pelagico,459.87,428932
Merluccius hubbsi,Pelagico,459.88,326558
Merluccius hubbsi,Pelagico,459.92,504600
Merluccius hubbsi,Pelagico,460.01,224184
Merluccius hubbsi,Pelagico,460.08,173861
Merluccius hubbsi,Pelagico,460.54,237535
Merluccius hubbsi,Pelagico,460.55,130710
Merluccius hubbsi,Pelagico,460.81,118209
Merluccius hubbsi,Pelagico,461.18,277592
Merluccius hubbsi,Pelagico,469.64,192991
Merluccius hubbsi,Pelagico,469.73,789430
Merluccius hubbsi,Pelagico,469.91,299815
Merluccius hubbsi,Pelagico,470.9,562422
Merluccius hubbsi,Pelagico,470.91,517912
Merluccius hubbsi,Pelagico,471.36,472296
Merluccius hubbsi,Pelagico,472.18,178869
Merluccius hubbsi,Pelagico,479.93,406493
Merluccius hubbsi,Pelagico,479.96,344415
Merluccius hubbsi,Pelagico,480.01,460015
Merluccius hubbsi,Pelagico,480.44,571289
Merluccius hubbsi,Pelagico,480.45,148760
Merluccius hubbsi,Pelagico,480.67,433306
Merluccius hubbsi,Pelagico,480.69,179597
Merluccius hubbsi,Pelagico,480.69,210754
Merluccius hubbsi,Pelagico,482.04,467192
Merluccius hubbsi,Pelagico,490.36,548997
Merluccius hubbsi,Pelagico,490.37,513389
Merluccius hubbsi,Pelagico,490.52,644222
Merluccius hubbsi,Pelagico,490.63,325503
Merluccius hubbsi,Pelagico,491.08,295285
Merluccius hubbsi,Pelagico,491.08,375404
Merluccius hubbsi,Pelagico,491.32,376090
Merluccius hubbsi,Pelagico,491.74,246321
Merluccius hubbsi,Pelagico,499.76,297493
Merluccius hubbsi,Pelagico,500.33,393174
Merluccius hubbsi,Pelagico,500.63,234399
Merluccius hubbsi,Pelagico,500.64,204044
Merluccius hubbsi,Pelagico,500.85,135012
Merluccius hubbsi,Pelagico,501.31,320399
Merluccius hubbsi,Pelagico,509.94,290764
Merluccius hubbsi,Pelagico,510.26,366431
Merluccius hubbsi,Pelagico,510.55,611237
Merluccius hubbsi,Pelagico,510.9,544470
Merluccius hubbsi,Pelagico,511.22,442095
Merluccius hubbsi,Pelagico,519.62,509768
Merluccius hubbsi,Pelagico,519.67,415357
Merluccius hubbsi,Pelagico,520.11,553338
Merluccius hubbsi,Pelagico,520.12,522181
Merluccius hubbsi,Pelagico,520.14,477670
Merluccius hubbsi,Pelagico,520.15,437611
Merluccius hubbsi,Pelagico,520.32,433159
Merluccius hubbsi,Pelagico,520.38,725040
Merluccius hubbsi,Pelagico,520.41,644096
Merluccius hubbsi,Pelagico,521.63,339682
Merluccius hubbsi,Pelagico,529.42,468734
Merluccius hubbsi,Pelagico,529.79,284866
Merluccius hubbsi,Pelagico,529.8,543162
Merluccius hubbsi,Pelagico,529.93,829266
Merluccius hubbsi,Pelagico,529.98,691284
Merluccius hubbsi,Pelagico,530.03,820363
Merluccius hubbsi,Pelagico,530.05,655675
Merluccius hubbsi,Pelagico,530.08,379710
Merluccius hubbsi,Pelagico,530.42,517578
Merluccius hubbsi,Pelagico,530.49,335453
Merluccius hubbsi,Pelagico,530.54,178623
Merluccius hubbsi,Pelagico,530.69,744693
Merluccius hubbsi,Pelagico,530.72,504337
Merluccius hubbsi,Pelagico,539.68,497303
Merluccius hubbsi,Pelagico,539.98,464243
Merluccius hubbsi,Pelagico,540.48,361868
Merluccius hubbsi,Pelagico,540.48,415280
Merluccius hubbsi,Pelagico,540.61,682342
Merluccius hubbsi,Pelagico,549.74,891507
Merluccius hubbsi,Pelagico,549.86,557678
Merluccius hubbsi,Pelagico,549.96,277263
Merluccius hubbsi,Pelagico,550.17,909309
Merluccius hubbsi,Pelagico,550.21,557677
Merluccius hubbsi,Pelagico,550.35,512435
Merluccius hubbsi,Pelagico,550.38,441609
Merluccius hubbsi,Pelagico,550.39,391019
Merluccius hubbsi,Pelagico,560.3,477791
Merluccius hubbsi,Pelagico,560.94,765342
Merluccius hubbsi,Pelagico,560.98,654043
Merluccius hubbsi,Pelagico,561.03,502272
Merluccius hubbsi,Pelagico,569.47,780483
Merluccius hubbsi,Pelagico,569.62,365642
Merluccius hubbsi,Pelagico,570.12,972723
Merluccius hubbsi,Pelagico,570.28,502233
Merluccius hubbsi,Pelagico,570.33,766801
Merluccius hubbsi,Pelagico,570.37,526445
Merluccius hubbsi,Pelagico,570.38,239164
Merluccius hubbsi,Pelagico,570.38,357306
Merluccius hubbsi,Pelagico,570.95,628706
Merluccius hubbsi,Pelagico,570.96,598352
Merluccius hubbsi,Pelagico,570.98,882526
Merluccius hubbsi,Pelagico,579.48,949260
Merluccius hubbsi,Pelagico,579.57,401014
Merluccius hubbsi,Pelagico,580.08,855786
Merluccius hubbsi,Pelagico,580.08,967622
Merluccius hubbsi,Pelagico,580.1,708902
Merluccius hubbsi,Pelagico,580.11,544213
Merluccius hubbsi,Pelagico,580.12,866441
Merluccius hubbsi,Pelagico,580.15,775379
Merluccius hubbsi,Pelagico,580.78,428484
Merluccius hubbsi,Pelagico,589.74,474299
Merluccius hubbsi,Pelagico,590.22,624294
Merluccius hubbsi,Pelagico,590.23,446500
Merluccius hubbsi,Pelagico,590.49,802335
Merluccius hubbsi,Pelagico,590.52,513017
Merluccius hubbsi,Pelagico,590.88,633681
Merluccius hubbsi,Pelagico,591.13,860196
Merluccius hubbsi,Pelagico,600.07,797848
Merluccius hubbsi,Pelagico,600.07,800590
Merluccius hubbsi,Pelagico,600.11,684232
Merluccius hubbsi,Pelagico,600.26,602002
Merluccius hubbsi,Pelagico,609.3,856200
Merluccius hubbsi,Pelagico,609.6,666507
Merluccius hubbsi,Pelagico,609.88,1118287
Merluccius hubbsi,Pelagico,609.99,762203
Merluccius hubbsi,Pelagico,610.62,1011459
Merluccius hubbsi,Pelagico,610.68,415020
Merluccius hubbsi,Pelagico,610.69,277038
Merluccius hubbsi,Pelagico,619.97,896628
Merluccius hubbsi,Pelagico,620.41,641987
Merluccius hubbsi,Pelagico,620.6,1124281
Merluccius hubbsi,Pelagico,620.76,668968
Merluccius hubbsi,Pelagico,629.72,1078154
Merluccius hubbsi,Pelagico,629.81,1235540
Merluccius hubbsi,Pelagico,629.88,1028120
Merluccius hubbsi,Pelagico,630.12,949072
Merluccius hubbsi,Pelagico,630.12,984681
Merluccius hubbsi,Pelagico,630.13,886758
Merluccius hubbsi,Pelagico,630.67,810579
Merluccius hubbsi,Pelagico,630.9,183259
Merluccius hubbsi,Pelagico,640.53,1103961
Merluccius hubbsi,Pelagico,649.41,1505380
Merluccius hubbsi,Pelagico,649.51,1224965
Merluccius hubbsi,Pelagico,649.52,1198258
Merluccius hubbsi,Pelagico,649.7,1341696
Merluccius hubbsi,Pelagico,649.94,658727
Merluccius hubbsi,Pelagico,650.21,388711
Merluccius hubbsi,Pelagico,650.28,900036
Merluccius hubbsi,Pelagico,650.58,871203
Merluccius hubbsi,Pelagico,650.93,931191
Merluccius hubbsi,Pelagico,659.96,1527597
Merluccius hubbsi,Pelagico,660.02,980119
Merluccius hubbsi,Pelagico,660.03,891098
Merluccius hubbsi,Pelagico,660.63,1416318
Merluccius hubbsi,Pelagico,669.94,1545364
Merluccius hubbsi,Pelagico,669.98,1416283
Merluccius hubbsi,Pelagico,670.32,1412435
Merluccius hubbsi,Pelagico,670.41,1100258
Merluccius hubbsi,Pelagico,670.48,947005
Merluccius hubbsi,Pelagico,670.5,886296
Merluccius hubbsi,Pelagico,670.69,913692
Merluccius hubbsi,Pelagico,671.12,530522
Merluccius hubbsi,Pelagico,679.48,1380640
Merluccius hubbsi,Pelagico,679.48,1411797
Merluccius hubbsi,Pelagico,680.1,1669955
Merluccius hubbsi,Pelagico,680.16,1082418
Merluccius hubbsi,Pelagico,680.18,899925
Merluccius hubbsi,Pelagico,689.2,1656568
Merluccius hubbsi,Pelagico,689.42,1736132
Merluccius hubbsi,Pelagico,689.95,1046773
Merluccius hubbsi,Pelagico,689.97,574963
Merluccius hubbsi,Pelagico,690.32,1199872
Merluccius hubbsi,Pelagico,699.72,561574
Merluccius hubbsi,Pelagico,709.63,1482902
Merluccius hubbsi,Pelagico,710.17,380049
Merluccius hubbsi,Pelagico,710.24,1240260
Merluccius hubbsi,Pelagico,710.31,1022722
Merluccius hubbsi,Pelagico,711.16,648351
Merluccius hubbsi,Pelagico,719.69,1073369
Merluccius hubbsi,Pelagico,719.78,1411648
Merluccius hubbsi,Pelagico,719.86,668324
Merluccius hubbsi,Pelagico,720.48,979894
Merluccius hubbsi,Pelagico,730.24,1022638
Merluccius hubbsi,Pelagico,740.16,1282492
Merluccius hubbsi,Pelagico,749.35,1331158
Merluccius hubbsi,Pelagico,750.37,1055451
Merluccius hubbsi,Pelagico,750.64,1683047
Merluccius hubbsi,Pelagico,760.1,1273516
Merluccius hubbsi,Pelagico,780.86,1696288
Merluccius hubbsi,Pelagico,789.69,1978543
Merluccius hubbsi,Pelagico,789.77,1219993
Merluccius hubbsi,Pelagico,790.65,1295658
Merluccius hubbsi,Pelagico,809.45,1642769
Merluccius hubbsi,Pelagico,810.09,1851966
Merluccius hubbsi,Pelagico,819.05,2537392
Merluccius hubbsi,Pelagico,819.09,2443920
Merluccius hubbsi,Pelagico,820.43,2386052
Merluccius hubbsi,Pelagico,829.21,1878601
Merluccius hubbsi,Pelagico,830.1,2413448
Merluccius hubbsi,Pelagico,869.44,1866908
Merluccius hubbsi,Pelagico,869.91,1771625
Merluccius merluccius,Pelagico,441.41,57593
Merluccius merluccius,Pelagico,450.905,32665
Merluccius merluccius,Pelagico,451.379,32665
Merluccius merluccius,Pelagico,453.277,113467
Merluccius merluccius,Pelagico,468.471,97994
Merluccius merluccius,Pelagico,470.844,79083
Merluccius merluccius,Pelagico,471.794,79083
Merluccius merluccius,Pelagico,474.642,131519
Merluccius merluccius,Pelagico,475.592,131519
Merluccius merluccius,Pelagico,476.067,131519
Merluccius merluccius,Pelagico,476.541,131519
Merluccius merluccius,Pelagico,477.016,131519
Merluccius merluccius,Pelagico,481.289,99714
Merluccius merluccius,Pelagico,486.036,96275
Merluccius merluccius,Pelagico,486.511,96275
Merluccius merluccius,Pelagico,491.259,58453
Merluccius merluccius,Pelagico,496.006,115186
Merluccius merluccius,Pelagico,496.481,115186
Merluccius merluccius,Pelagico,497.905,63610
Merluccius merluccius,Pelagico,500.279,299140
Merluccius merluccius,Pelagico,501.229,114327
Merluccius merluccius,Pelagico,505.027,193410
Merluccius merluccius,Pelagico,505.501,95416
Merluccius merluccius,Pelagico,505.976,171060
Merluccius merluccius,Pelagico,506.451,171060
Merluccius merluccius,Pelagico,507.4,141834
Merluccius merluccius,Pelagico,508.35,141834
Merluccius merluccius,Pelagico,509.299,211461
Merluccius merluccius,Pelagico,510.249,149570
Merluccius merluccius,Pelagico,510.724,171060
Merluccius merluccius,Pelagico,511.198,171060
Merluccius merluccius,Pelagico,511.673,171060
Merluccius merluccius,Pelagico,514.047,248424
Merluccius merluccius,Pelagico,515.471,164183
Merluccius merluccius,Pelagico,515.946,156447
Merluccius merluccius,Pelagico,516.421,156447
Merluccius merluccius,Pelagico,520.694,234670
Merluccius merluccius,Pelagico,521.168,234670
Merluccius merluccius,Pelagico,521.643,234670
Merluccius merluccius,Pelagico,522.118,234670
Merluccius merluccius,Pelagico,524.966,176218
Merluccius merluccius,Pelagico,525.441,210602
Merluccius merluccius,Pelagico,525.916,119484
Merluccius merluccius,Pelagico,526.391,119484
Merluccius merluccius,Pelagico,526.865,119484
Merluccius merluccius,Pelagico,527.814,238968
Merluccius merluccius,Pelagico,530.663,172779
Merluccius merluccius,Pelagico,531.138,172779
Merluccius merluccius,Pelagico,531.613,140115
Merluccius merluccius,Pelagico,532.088,140115
Merluccius merluccius,Pelagico,534.936,191690
Merluccius merluccius,Pelagico,535.411,207163
Merluccius merluccius,Pelagico,535.886,77364
Merluccius merluccius,Pelagico,536.36,77364
Merluccius merluccius,Pelagico,536.835,77364
Merluccius merluccius,Pelagico,538.734,275931
Merluccius merluccius,Pelagico,540.158,202865
Merluccius merluccius,Pelagico,541.108,256160
Merluccius merluccius,Pelagico,541.583,301719
Merluccius merluccius,Pelagico,542.058,301719
Merluccius merluccius,Pelagico,542.532,301719
Merluccius merluccius,Pelagico,543.007,212321
Merluccius merluccius,Pelagico,545.381,137536
Merluccius merluccius,Pelagico,545.856,121203
Merluccius merluccius,Pelagico,546.33,117765
Merluccius merluccius,Pelagico,547.28,117765
Merluccius merluccius,Pelagico,550.603,89398
Merluccius merluccius,Pelagico,551.078,115186
Merluccius merluccius,Pelagico,551.553,115186
Merluccius merluccius,Pelagico,552.027,115186
Merluccius merluccius,Pelagico,555.825,80802
Merluccius merluccius,Pelagico,556.3,80802
Merluccius merluccius,Pelagico,560.573,68768
Merluccius merluccius,Pelagico,561.048,172779
Merluccius merluccius,Pelagico,561.522,172779
Merluccius merluccius,Pelagico,562.472,172779
Merluccius merluccius,Pelagico,565.795,158166
Merluccius merluccius,Pelagico,566.745,158166
Merluccius merluccius,Pelagico,568.643,235530
Merluccius merluccius,Pelagico,570.068,61032
Merluccius merluccius,Pelagico,571.018,91977
Merluccius merluccius,Pelagico,571.492,91977
Merluccius merluccius,Pelagico,571.967,91977
Merluccius merluccius,Pelagico,575.765,110888
Merluccius merluccius,Pelagico,576.24,110888
Merluccius merluccius,Pelagico,576.715,110888
Merluccius merluccius,Pelagico,577.189,110888
Merluccius merluccius,Pelagico,580.987,159885
Merluccius merluccius,Pelagico,581.461,159885
Merluccius merluccius,Pelagico,581.937,159885
Merluccius merluccius,Pelagico,586.21,182235
Merluccius merluccius,Pelagico,590.482,125501
Merluccius merluccius,Pelagico,590.957,125501
Merluccius merluccius,Pelagico,591.907,125501
Merluccius merluccius,Pelagico,595.23,182235
Merluccius merluccius,Pelagico,595.705,241547
Merluccius merluccius,Pelagico,596.179,219198
Merluccius merluccius,Pelagico,596.654,257020
Merluccius merluccius,Pelagico,599.028,257020
Merluccius merluccius,Pelagico,600.927,179656
Merluccius merluccius,Pelagico,601.402,179656
Merluccius merluccius,Pelagico,605.675,442693
Merluccius merluccius,Pelagico,610.897,159026
Merluccius merluccius,Pelagico,611.372,159026
Merluccius merluccius,Pelagico,615.17,146132
Merluccius merluccius,Pelagico,615.644,323209
