  Especie,Desove,LT,Fec
Hippoglossoides platessoides,Pelagico,205,57950
Hippoglossoides platessoides,Pelagico,205,59500
Hippoglossoides platessoides,Pelagico,205,68100
Hippoglossoides platessoides,Pelagico,205,70150
Hippoglossoides platessoides,Pelagico,205,72950
Hippoglossoides platessoides,Pelagico,205,75850
Hippoglossoides platessoides,Pelagico,205,79250
Hippoglossoides platessoides,Pelagico,205,88500
Hippoglossoides platessoides,Pelagico,205,88700
Hippoglossoides platessoides,Pelagico,210,42850
Hippoglossoides platessoides,Pelagico,210,57950
Hippoglossoides platessoides,Pelagico,210,58450
Hippoglossoides platessoides,Pelagico,210,60750
Hippoglossoides platessoides,Pelagico,210,66700
Hippoglossoides platessoides,Pelagico,210,67250
Hippoglossoides platessoides,Pelagico,210,69600
Hippoglossoides platessoides,Pelagico,210,71500
Hippoglossoides platessoides,Pelagico,210,80500
Hippoglossoides platessoides,Pelagico,210,88600
Hippoglossoides platessoides,Pelagico,210,104400
Hippoglossoides platessoides,Pelagico,210,111800
Hippoglossoides platessoides,Pelagico,215,56900
Hippoglossoides platessoides,Pelagico,215,69550
Hippoglossoides platessoides,Pelagico,215,73600
Hippoglossoides platessoides,Pelagico,215,81850
Hippoglossoides platessoides,Pelagico,215,85600
Hippoglossoides platessoides,Pelagico,215,86450
Hippoglossoides platessoides,Pelagico,215,98500
Hippoglossoides platessoides,Pelagico,220,68450
Hippoglossoides platessoides,Pelagico,220,69950
Hippoglossoides platessoides,Pelagico,220,75850
Hippoglossoides platessoides,Pelagico,220,77050
Hippoglossoides platessoides,Pelagico,220,81850
Hippoglossoides platessoides,Pelagico,220,85700
Hippoglossoides platessoides,Pelagico,220,87950
Hippoglossoides platessoides,Pelagico,220,88700
Hippoglossoides platessoides,Pelagico,220,98750
Hippoglossoides platessoides,Pelagico,220,114850
Hippoglossoides platessoides,Pelagico,225,57500
Hippoglossoides platessoides,Pelagico,225,61700
Hippoglossoides platessoides,Pelagico,225,75250
Hippoglossoides platessoides,Pelagico,225,87450
Hippoglossoides platessoides,Pelagico,225,96650
Hippoglossoides platessoides,Pelagico,225,103000
Hippoglossoides platessoides,Pelagico,225,109800
Hippoglossoides platessoides,Pelagico,225,111750
Hippoglossoides platessoides,Pelagico,230,80900
Hippoglossoides platessoides,Pelagico,230,82500
Hippoglossoides platessoides,Pelagico,230,83400
Hippoglossoides platessoides,Pelagico,230,83850
Hippoglossoides platessoides,Pelagico,230,90950
Hippoglossoides platessoides,Pelagico,230,95750
Hippoglossoides platessoides,Pelagico,230,99350
Hippoglossoides platessoides,Pelagico,230,99600
Hippoglossoides platessoides,Pelagico,230,103000
Hippoglossoides platessoides,Pelagico,230,103100
Hippoglossoides platessoides,Pelagico,230,108200
Hippoglossoides platessoides,Pelagico,235,88150
Hippoglossoides platessoides,Pelagico,235,97700
Hippoglossoides platessoides,Pelagico,235,115000
Hippoglossoides platessoides,Pelagico,235,116600
Hippoglossoides platessoides,Pelagico,235,144400
Hippoglossoides platessoides,Pelagico,240,74500
Hippoglossoides platessoides,Pelagico,240,75150
Hippoglossoides platessoides,Pelagico,240,86450
Hippoglossoides platessoides,Pelagico,240,98300
Hippoglossoides platessoides,Pelagico,240,103000
Hippoglossoides platessoides,Pelagico,240,113150
Hippoglossoides platessoides,Pelagico,240,117950
Hippoglossoides platessoides,Pelagico,240,118800
Hippoglossoides platessoides,Pelagico,240,121100
Hippoglossoides platessoides,Pelagico,245,56050
Hippoglossoides platessoides,Pelagico,245,89700
Hippoglossoides platessoides,Pelagico,245,110400
Hippoglossoides platessoides,Pelagico,245,118200
Hippoglossoides platessoides,Pelagico,245,122950
Hippoglossoides platessoides,Pelagico,245,139650
Hippoglossoides platessoides,Pelagico,245,140000
Hippoglossoides platessoides,Pelagico,245,148900
Hippoglossoides platessoides,Pelagico,245,161750
Hippoglossoides platessoides,Pelagico,250,122650
Hippoglossoides platessoides,Pelagico,250,127150
Hippoglossoides platessoides,Pelagico,250,155350
Hippoglossoides platessoides,Pelagico,250,193850
Hippoglossoides platessoides,Pelagico,255,91000
Hippoglossoides platessoides,Pelagico,255,109000
Hippoglossoides platessoides,Pelagico,255,125200
Hippoglossoides platessoides,Pelagico,255,126800
Hippoglossoides platessoides,Pelagico,255,133100
Hippoglossoides platessoides,Pelagico,260,146600
Hippoglossoides platessoides,Pelagico,260,153950
Hippoglossoides platessoides,Pelagico,260,170350
Hippoglossoides platessoides,Pelagico,260,190700
Hippoglossoides platessoides,Pelagico,265,163000
Hippoglossoides platessoides,Pelagico,265,191200
Hippoglossoides platessoides,Pelagico,270,52500
Hippoglossoides platessoides,Pelagico,270,146600
Hippoglossoides platessoides,Pelagico,275,177800
Hippoglossoides platessoides,Pelagico,290,201200
Hippoglossoides platessoides,Pelagico,290,201500
Hippoglossoides platessoides,Pelagico,290,248150
Hippoglossoides platessoides,Pelagico,295,209300
Hippoglossoides platessoides,Pelagico,305,258000
Hirundichthys affinis,Demersal,263.05,7398
Hirundichthys affinis,Demersal,277.27,10021
Holapogon maximus,Criador en boca,157,1800
Hoplostethus atlanticus,Pelagico,270.46,15090
Hoplostethus atlanticus,Pelagico,280.29,12893
Hoplostethus atlanticus,Pelagico,280.45,13783
Hoplostethus atlanticus,Pelagico,280.45,27264
Hoplostethus atlanticus,Pelagico,280.45,33635
Hoplostethus atlanticus,Pelagico,280.61,18524
Hoplostethus atlanticus,Pelagico,280.61,19709
Hoplostethus atlanticus,Pelagico,290.44,20772
Hoplostethus atlanticus,Pelagico,290.44,22697
Hoplostethus atlanticus,Pelagico,300.75,14132
Hoplostethus atlanticus,Pelagico,300.75,23465
Hoplostethus atlanticus,Pelagico,300.75,29687
Hoplostethus atlanticus,Pelagico,300.75,31169
Hoplostethus atlanticus,Pelagico,310.27,16823
Hoplostethus atlanticus,Pelagico,310.43,24675
Hoplostethus atlanticus,Pelagico,310.43,26749
Hoplostethus atlanticus,Pelagico,310.43,28823
Hoplostethus atlanticus,Pelagico,310.59,22009
Hoplostethus atlanticus,Pelagico,320.26,19367
Hoplostethus atlanticus,Pelagico,320.26,22182
Hoplostethus atlanticus,Pelagico,320.26,24997
Hoplostethus atlanticus,Pelagico,321.94,17210
Hoplostethus atlanticus,Pelagico,324.99,10963
Hoplostethus atlanticus,Pelagico,330.57,37913
Hoplostethus atlanticus,Pelagico,330.57,41616
Hoplostethus atlanticus,Pelagico,330.57,43394
Hoplostethus atlanticus,Pelagico,330.73,34357
Hoplostethus atlanticus,Pelagico,330.73,36283
Hoplostethus atlanticus,Pelagico,331.18,30093
Hoplostethus atlanticus,Pelagico,331.2,24969
Hoplostethus atlanticus,Pelagico,331.46,15607
Hoplostethus atlanticus,Pelagico,331.48,9776
Hoplostethus atlanticus,Pelagico,337.84,16381
Hoplostethus atlanticus,Pelagico,337.97,22523
Hoplostethus atlanticus,Pelagico,338.92,22347
Hoplostethus atlanticus,Pelagico,339.93,11471
Hoplostethus atlanticus,Pelagico,340.09,17641
Hoplostethus atlanticus,Pelagico,340.25,29049
Hoplostethus atlanticus,Pelagico,340.25,43123
Hoplostethus atlanticus,Pelagico,340.25,59864
Hoplostethus atlanticus,Pelagico,340.4,47568
Hoplostethus atlanticus,Pelagico,340.61,34194
Hoplostethus atlanticus,Pelagico,340.62,26774
Hoplostethus atlanticus,Pelagico,340.63,23594
Hoplostethus atlanticus,Pelagico,340.89,17764
Hoplostethus atlanticus,Pelagico,343.31,35330
Hoplostethus atlanticus,Pelagico,344.16,24603
Hoplostethus atlanticus,Pelagico,344.23,9850
Hoplostethus atlanticus,Pelagico,345.69,30151
Hoplostethus atlanticus,Pelagico,349.13,16427
Hoplostethus atlanticus,Pelagico,349.79,44895
Hoplostethus atlanticus,Pelagico,349.96,42213
Hoplostethus atlanticus,Pelagico,350.06,53242
Hoplostethus atlanticus,Pelagico,350.08,25074
Hoplostethus atlanticus,Pelagico,350.08,51297
Hoplostethus atlanticus,Pelagico,351,34412
Hoplostethus atlanticus,Pelagico,351,36179
Hoplostethus atlanticus,Pelagico,351.03,25932
Hoplostethus atlanticus,Pelagico,351.05,17628
Hoplostethus atlanticus,Pelagico,360.23,19619
Hoplostethus atlanticus,Pelagico,360.23,31323
Hoplostethus atlanticus,Pelagico,360.48,34954
Hoplostethus atlanticus,Pelagico,360.5,32718
Hoplostethus atlanticus,Pelagico,360.55,49990
Hoplostethus atlanticus,Pelagico,361.14,43816
Hoplostethus atlanticus,Pelagico,361.18,25089
Hoplostethus atlanticus,Pelagico,361.45,32722
Hoplostethus atlanticus,Pelagico,362.61,34988
Hoplostethus atlanticus,Pelagico,364.34,20331
Hoplostethus atlanticus,Pelagico,367.15,56914
Hoplostethus atlanticus,Pelagico,367.67,44726
Hoplostethus atlanticus,Pelagico,367.7,29708
Hoplostethus atlanticus,Pelagico,367.95,26352
Hoplostethus atlanticus,Pelagico,368.21,21053
Hoplostethus atlanticus,Pelagico,368.21,22290
Hoplostethus atlanticus,Pelagico,368.22,16989
Hoplostethus atlanticus,Pelagico,369.67,42294
Hoplostethus atlanticus,Pelagico,369.75,31940
Hoplostethus atlanticus,Pelagico,369.76,56899
Hoplostethus atlanticus,Pelagico,369.81,47510
Hoplostethus atlanticus,Pelagico,369.82,78062
Hoplostethus atlanticus,Pelagico,369.84,39463
Hoplostethus atlanticus,Pelagico,369.9,54755
Hoplostethus atlanticus,Pelagico,369.93,55111
Hoplostethus atlanticus,Pelagico,370.05,62862
Hoplostethus atlanticus,Pelagico,370.18,36335
Hoplostethus atlanticus,Pelagico,370.61,29190
Hoplostethus atlanticus,Pelagico,370.81,46682
Hoplostethus atlanticus,Pelagico,370.83,36081
Hoplostethus atlanticus,Pelagico,370.94,43640
Hoplostethus atlanticus,Pelagico,372.04,45135
Hoplostethus atlanticus,Pelagico,372.08,37982
Hoplostethus atlanticus,Pelagico,372.27,29637
Hoplostethus atlanticus,Pelagico,372.49,17268
Hoplostethus atlanticus,Pelagico,372.99,41920
Hoplostethus atlanticus,Pelagico,373.17,41563
Hoplostethus atlanticus,Pelagico,373.24,27256
Hoplostethus atlanticus,Pelagico,373.25,26064
Hoplostethus atlanticus,Pelagico,373.28,52592
Hoplostethus atlanticus,Pelagico,373.49,35032
Hoplostethus atlanticus,Pelagico,374.39,52596
Hoplostethus atlanticus,Pelagico,374.72,26733
Hoplostethus atlanticus,Pelagico,375,25475
Hoplostethus atlanticus,Pelagico,375.7,24440
Hoplostethus atlanticus,Pelagico,376,48430
Hoplostethus atlanticus,Pelagico,376.17,30449
Hoplostethus atlanticus,Pelagico,376.36,49354
Hoplostethus atlanticus,Pelagico,376.38,43524
Hoplostethus atlanticus,Pelagico,376.39,35573
Hoplostethus atlanticus,Pelagico,377.14,43517
Hoplostethus atlanticus,Pelagico,377.86,26232
Hoplostethus atlanticus,Pelagico,378.33,34167
Hoplostethus atlanticus,Pelagico,378.57,35758
Hoplostethus atlanticus,Pelagico,378.93,34433
Hoplostethus atlanticus,Pelagico,378.98,23703
Hoplostethus atlanticus,Pelagico,379.15,55298
Hoplostethus atlanticus,Pelagico,379.2,43823
Hoplostethus atlanticus,Pelagico,379.98,54139
Hoplostethus atlanticus,Pelagico,380.76,30467
Hoplostethus atlanticus,Pelagico,380.97,44249
Hoplostethus atlanticus,Pelagico,389.94,35450
Hoplostethus atlanticus,Pelagico,390.14,50127
Hoplostethus atlanticus,Pelagico,390.14,50292
Hoplostethus atlanticus,Pelagico,390.19,31564
Hoplostethus atlanticus,Pelagico,390.21,43549
Hoplostethus atlanticus,Pelagico,390.25,61305
Hoplostethus atlanticus,Pelagico,390.27,57579
Hoplostethus atlanticus,Pelagico,390.29,53258
Hoplostethus atlanticus,Pelagico,390.53,35226
Hoplostethus atlanticus,Pelagico,390.54,34332
Hoplostethus atlanticus,Pelagico,390.55,30755
Hoplostethus atlanticus,Pelagico,396.96,54924
Hoplostethus atlanticus,Pelagico,399.52,72061
Hoplostethus atlanticus,Pelagico,399.69,80867
Hoplostethus atlanticus,Pelagico,399.88,59574
Hoplostethus atlanticus,Pelagico,399.98,21554
Hoplostethus atlanticus,Pelagico,400.07,68350
Hoplostethus atlanticus,Pelagico,400.11,28954
Hoplostethus atlanticus,Pelagico,400.14,20064
Hoplostethus atlanticus,Pelagico,400.55,46270
Hoplostethus atlanticus,Pelagico,400.61,21888
Hoplostethus atlanticus,Pelagico,400.8,43974
Hoplostethus atlanticus,Pelagico,401.22,71361
Hoplostethus atlanticus,Pelagico,401.3,43020
Hoplostethus atlanticus,Pelagico,404.02,40795
Hoplostethus atlanticus,Pelagico,405.97,30818
Hoplostethus atlanticus,Pelagico,406.98,20092
Hoplostethus atlanticus,Pelagico,407.79,48858
Hoplostethus atlanticus,Pelagico,409.94,66602
Hoplostethus atlanticus,Pelagico,410.02,48569
Hoplostethus atlanticus,Pelagico,410.17,51700
Hoplostethus atlanticus,Pelagico,410.19,51008
Hoplostethus atlanticus,Pelagico,410.22,48782
Hoplostethus atlanticus,Pelagico,410.48,41539
Hoplostethus atlanticus,Pelagico,411.14,47084
Hoplostethus atlanticus,Pelagico,413.77,30403
Hoplostethus atlanticus,Pelagico,416.01,92856
Hoplostethus atlanticus,Pelagico,419.96,64556
Hoplostethus atlanticus,Pelagico,420.14,46878
Hoplostethus atlanticus,Pelagico,420.22,78119
Hoplostethus atlanticus,Pelagico,420.36,54829
Hoplostethus atlanticus,Pelagico,420.59,60660
Hoplostethus atlanticus,Pelagico,420.64,22980
Hoplostethus atlanticus,Pelagico,430.08,77415
Hoplostethus atlanticus,Pelagico,439.72,88781
Hoplostethus atlanticus,Pelagico,440.17,93849
Icelus bicornis,Demersal,115,440
Ilisha africana,Pelagico,180,5227
Isopisthus parvipinnis,Pelagico,140,4280
Isopisthus parvipinnis,Pelagico,144,6279
Isopisthus parvipinnis,Pelagico,158,11818
Isopisthus parvipinnis,Pelagico,165,13614
Isopisthus parvipinnis,Pelagico,170,21821
Isopisthus parvipinnis,Pelagico,170,34641
Isopisthus parvipinnis,Pelagico,180,5579
Isopisthus parvipinnis,Pelagico,183,51604
Jaydia hungi,Criador en boca,120,800
Larimus breviceps,Pelagico,181,8951
Larimus breviceps,Pelagico,190,18334
Larimus breviceps,Pelagico,195,5463
Larimus breviceps,Pelagico,197,7739
Larimus breviceps,Pelagico,214,62859
Larimus breviceps,Pelagico,225,165132
Larimus fasciatus,Pelagico,94.35,18082
Larimus fasciatus,Pelagico,96.07,26106
Larimus fasciatus,Pelagico,96.3,34687
Larimus fasciatus,Pelagico,98.27,43857
Larimus fasciatus,Pelagico,100.55,26724
Larimus fasciatus,Pelagico,100.96,68476
Larimus fasciatus,Pelagico,102.25,43326
Larimus fasciatus,Pelagico,104.21,60503
Larimus fasciatus,Pelagico,104.88,93679
Larimus fasciatus,Pelagico,106.94,60531
Larimus fasciatus,Pelagico,107.04,17639
Larimus fasciatus,Pelagico,107.25,34798
Larimus fasciatus,Pelagico,108.88,85142
Larimus fasciatus,Pelagico,109.2,50831
Larimus fasciatus,Pelagico,109.24,35391
Larimus fasciatus,Pelagico,111.41,68011
Larimus fasciatus,Pelagico,115.66,59476
Larimus fasciatus,Pelagico,115.9,118096
Larimus fasciatus,Pelagico,117.68,42339
Larimus fasciatus,Pelagico,117.91,109253
Larimus fasciatus,Pelagico,119.71,84966
Larimus fasciatus,Pelagico,119.71,143014
Larimus fasciatus,Pelagico,119.88,117852
Larimus fasciatus,Pelagico,120.1,134439
Larimus fasciatus,Pelagico,122.05,92997
Larimus fasciatus,Pelagico,122.57,84995
Larimus fasciatus,Pelagico,124.03,101023
Larimus fasciatus,Pelagico,124.18,143345
Larimus fasciatus,Pelagico,124.26,167651
Larimus fasciatus,Pelagico,124.54,92736
Larimus fasciatus,Pelagico,124.59,126764
Larimus fasciatus,Pelagico,126.42,142796
Larimus fasciatus,Pelagico,126.48,118491
Larimus fasciatus,Pelagico,128.43,134524
Larimus fasciatus,Pelagico,128.65,93064
Larimus fasciatus,Pelagico,128.84,117943
Larimus fasciatus,Pelagico,130.65,142553
Larimus fasciatus,Pelagico,130.89,92801
Larimus fasciatus,Pelagico,130.96,232916
Larimus fasciatus,Pelagico,132.98,160020
Larimus fasciatus,Pelagico,133.05,126279
Larimus fasciatus,Pelagico,133.12,93109
Larimus fasciatus,Pelagico,134.49,151171
Larimus fasciatus,Pelagico,134.96,109141
Larimus fasciatus,Pelagico,137,142618
Larimus fasciatus,Pelagico,137.14,134327
Larimus fasciatus,Pelagico,137.46,159779
Larimus fasciatus,Pelagico,139.47,92888
Larimus fasciatus,Pelagico,139.54,176385
Larimus fasciatus,Pelagico,141.07,101482
Larimus fasciatus,Pelagico,141.26,68315
Larimus fasciatus,Pelagico,141.48,143235
Larimus fasciatus,Pelagico,141.55,167542
Larimus fasciatus,Pelagico,141.64,126366
Larimus fasciatus,Pelagico,143.47,84922
Larimus fasciatus,Pelagico,143.56,101222
Larimus fasciatus,Pelagico,145.44,150710
Larimus fasciatus,Pelagico,145.88,117545
Larimus fasciatus,Pelagico,147.64,167890
Larimus fasciatus,Pelagico,147.96,134723
Larimus fasciatus,Pelagico,148.23,125861
Larimus fasciatus,Pelagico,150.04,93568
Larimus fasciatus,Pelagico,150.33,193366
Larimus fasciatus,Pelagico,150.35,241692
Larimus fasciatus,Pelagico,151.93,84437
Larimus fasciatus,Pelagico,152.09,184234
Larimus fasciatus,Pelagico,152.3,26107
Larimus fasciatus,Pelagico,152.5,224557
Larimus fasciatus,Pelagico,153.9,151083
Larimus fasciatus,Pelagico,154.36,167671
Larimus fasciatus,Pelagico,154.45,241162
Larimus fasciatus,Pelagico,154.52,266612
Larimus fasciatus,Pelagico,154.56,249741
Larimus fasciatus,Pelagico,154.67,258321
Larimus fasciatus,Pelagico,154.77,208567
Larimus fasciatus,Pelagico,156.39,150822
Larimus fasciatus,Pelagico,156.53,142817
Larimus fasciatus,Pelagico,159.15,257509
Larimus fasciatus,Pelagico,163.3,233531
Larimus fasciatus,Pelagico,171.96,315972
Larimus fasciatus,Pelagico,176.12,233090
Lates calcarifer,Pelagico,619.92,2062100
Lates calcarifer,Pelagico,675.7,3448500
Lates calcarifer,Pelagico,704.65,3826400
Lates calcarifer,Pelagico,773.76,6462800
Lates calcarifer,Pelagico,795.07,6528000
Lates calcarifer,Pelagico,873.25,7688000
Lates calcarifer,Pelagico,899.52,7920500
Lates calcarifer,Pelagico,913.02,7070700
Lates calcarifer,Pelagico,940.28,10142100
Lates calcarifer,Pelagico,1004.98,13379300
Lates calcarifer,Pelagico,1020.61,5107000
Lates calcarifer,Pelagico,1089.87,27126800
Lates calcarifer,Pelagico,1093.04,13653000
Lates calcarifer,Pelagico,1111.91,18184100
Lates calcarifer,Pelagico,1115,11262100
Lates calcarifer,Pelagico,1123.13,14275900
Lates calcarifer,Pelagico,1126.32,8009900
Lates calcarifer,Pelagico,1173.77,25703500
Lates calcarifer,Pelagico,1174.45,10307200
Lates calcarifer,Pelagico,1177.08,14929000
Lates calcarifer,Pelagico,1177.13,13862900
Lates calcarifer,Pelagico,1191.17,30708300
Lates calcarifer,Pelagico,1227.55,15381900
Lates calcarifer,Pelagico,1229.72,47202800
Lates calcarifer,Pelagico,1364.59,29835600
Lepidonotothen nudifrons,Demersal,220,2500
Leptagonus decagonus,Demersal,210,577
Leuresthes tenuis,Demersal,137,475
Leuresthes tenuis,Demersal,171,1479
Leuresthes tenuis,Demersal,171,1514
Leuresthes tenuis,Demersal,171,1911
Leuresthes tenuis,Demersal,171,2528
Leuresthes tenuis,Demersal,171,2540
Leuresthes tenuis,Demersal,171,2705
Lutjanus carponotatus,Pelagico,178.114,28042
Lutjanus carponotatus,Pelagico,181.09,12588
Lutjanus carponotatus,Pelagico,183.82,4451
Lutjanus carponotatus,Pelagico,184.818,19896
Lutjanus carponotatus,Pelagico,185.323,46724
Lutjanus carponotatus,Pelagico,187.8,22328
Lutjanus carponotatus,Pelagico,188.054,42653
Lutjanus carponotatus,Pelagico,189.285,6064
Lutjanus carponotatus,Pelagico,193.529,72721
Lutjanus carponotatus,Pelagico,195.997,23122
Lutjanus carponotatus,Pelagico,198.239,45068
Lutjanus carponotatus,Pelagico,198.494,65393
Lutjanus carponotatus,Pelagico,199.237,56448
Lutjanus carponotatus,Pelagico,202.211,33677
Lutjanus carponotatus,Pelagico,203.234,128796
Lutjanus carponotatus,Pelagico,203.458,51560
Lutjanus carponotatus,Pelagico,204.21,71883
Lutjanus carponotatus,Pelagico,207.917,12525
Lutjanus carponotatus,Pelagico,207.949,113338
Lutjanus carponotatus,Pelagico,209.17,45856
Lutjanus carponotatus,Pelagico,210.667,67803
Lutjanus carponotatus,Pelagico,215.124,22264
Lutjanus carponotatus,Pelagico,217.64,123885
Lutjanus carponotatus,Pelagico,221.582,21436
Lutjanus carponotatus,Pelagico,222.084,38508
Lutjanus carponotatus,Pelagico,225.603,171021
Lutjanus carponotatus,Pelagico,229.548,77516
Lutjanus carponotatus,Pelagico,231.539,88893
Lutjanus carponotatus,Pelagico,233.266,49052
Lutjanus carponotatus,Pelagico,238.736,66925
Lutjanus carponotatus,Pelagico,242.511,228705
Lutjanus carponotatus,Pelagico,242.787,314070
Lutjanus carponotatus,Pelagico,243.719,113255
Lutjanus carponotatus,Pelagico,243.733,158783
Lutjanus carponotatus,Pelagico,243.959,86425
Lutjanus carponotatus,Pelagico,246.484,223005
Lutjanus carponotatus,Pelagico,247.462,169344
Lutjanus carponotatus,Pelagico,247.705,150644
Lutjanus carponotatus,Pelagico,248.717,209991
Lutjanus carponotatus,Pelagico,251.171,114864
Lutjanus carponotatus,Pelagico,251.413,93725
Lutjanus carponotatus,Pelagico,260.368,132728
Lutjanus carponotatus,Pelagico,260.67,307525
Lutjanus carponotatus,Pelagico,260.905,264435
Lutjanus carponotatus,Pelagico,270.048,109942
Lutjanus carponotatus,Pelagico,270.06,147340
Lutjanus carponotatus,Pelagico,271.283,87175
Lutjanus carponotatus,Pelagico,275.018,113995
Lutjanus carponotatus,Pelagico,278.502,140004
Lutjanus carponotatus,Pelagico,282.237,163572
Lutjanus carponotatus,Pelagico,292.925,185498
Lutjanus carponotatus,Pelagico,293.214,317205
Lutjanus carponotatus,Pelagico,298.898,223696
Lutjanus carponotatus,Pelagico,304.775,750512
Lutjanus carponotatus,Pelagico,330.329,648013
Lycodes esmarkii,Demersal,745,1200
Lycodes eudipleurostictus,Demersal,325,186.5
Lycodes frigidus,Demersal,530,500
Lycodes pallidus,Demersal,219,60
Lycodes vahlii,Demersal,160.5,37.5
Mallotus villosus,Demersal,133,6700
Mallotus villosus,Demersal,134,8100
Mallotus villosus,Demersal,136,8000
Mallotus villosus,Demersal,137,8200
Mallotus villosus,Demersal,137,9200
Mallotus villosus,Demersal,140,11400
Mallotus villosus,Demersal,141,10100
Mallotus villosus,Demersal,141,10500
Mallotus villosus,Demersal,142,7100
Mallotus villosus,Demersal,142,9900
Mallotus villosus,Demersal,143,9200
Mallotus villosus,Demersal,143,11100
Mallotus villosus,Demersal,144,9700
Mallotus villosus,Demersal,145,10500
Mallotus villosus,Demersal,145,10600
Mallotus villosus,Demersal,145,10700
Mallotus villosus,Demersal,145,12500
Mallotus villosus,Demersal,146,10900
Mallotus villosus,Demersal,146,12100
Mallotus villosus,Demersal,147,11300
Mallotus villosus,Demersal,148,10400
Mallotus villosus,Demersal,148,12400
Mallotus villosus,Demersal,148,12700
Mallotus villosus,Demersal,148,12900
Mallotus villosus,Demersal,148,14200
Mallotus villosus,Demersal,149,9900
Mallotus villosus,Demersal,149,11200
Mallotus villosus,Demersal,149,13100
Mallotus villosus,Demersal,151,13400
Mallotus villosus,Demersal,151,13900
Mallotus villosus,Demersal,152,12400
Mallotus villosus,Demersal,152,12700
Mallotus villosus,Demersal,154,14300
Melanostigma atlanticum,Demersal,92,36
Melanostigma atlanticum,Demersal,104,56
Melanostigma atlanticum,Demersal,113,38
Merlangius merlangus,Pelagico,209.02,95555
Merlangius merlangus,Pelagico,219.73,166301
Merlangius merlangus,Pelagico,219.84,159731
Merlangius merlangus,Pelagico,219.94,173140
Merlangius merlangus,Pelagico,220.16,111693
Merlangius merlangus,Pelagico,230.31,150719
Merlangius merlangus,Pelagico,230.43,126352
Merlangius merlangus,Pelagico,230.43,141163
Merlangius merlangus,Pelagico,230.43,170951
Merlangius merlangus,Pelagico,230.54,213379
Merlangius merlangus,Pelagico,240.58,196830
Merlangius merlangus,Pelagico,240.7,159289
Merlangius merlangus,Pelagico,240.7,170072
Merlangius merlangus,Pelagico,241.17,130871
Merlangius merlangus,Pelagico,250.44,185261
Merlangius merlangus,Pelagico,250.44,191429
Merlangius merlangus,Pelagico,250.69,212793
Merlangius merlangus,Pelagico,250.69,218773
Merlangius merlangus,Pelagico,250.69,305080
Merlangius merlangus,Pelagico,250.81,255756
Merlangius merlangus,Pelagico,260.58,299715
Merlangius merlangus,Pelagico,260.74,256010
Merlangius merlangus,Pelagico,260.75,247361
Merlangius merlangus,Pelagico,260.78,207514
Merlangius merlangus,Pelagico,260.89,187544
Merlangius merlangus,Pelagico,268.82,247484
Merlangius merlangus,Pelagico,270.33,168946
Merlangius merlangus,Pelagico,270.46,251798
Merlangius merlangus,Pelagico,270.47,243292
Merlangius merlangus,Pelagico,270.51,194959
Merlangius merlangus,Pelagico,271,328132
Merlangius merlangus,Pelagico,271.26,273010
Merlangius merlangus,Pelagico,271.53,315962
Merlangius merlangus,Pelagico,279.63,319136
Merlangius merlangus,Pelagico,279.85,339349
Merlangius merlangus,Pelagico,279.9,451883
Merlangius merlangus,Pelagico,279.91,246232
Merlangius merlangus,Pelagico,279.96,331032
Merlangius merlangus,Pelagico,280.18,329759
Merlangius merlangus,Pelagico,280.18,378767
Merlangius merlangus,Pelagico,280.32,291465
Merlangius merlangus,Pelagico,280.45,310411
Merlangius merlangus,Pelagico,280.59,265524
Merlangius merlangus,Pelagico,280.73,208483
Merlangius merlangus,Pelagico,289.67,334751
Merlangius merlangus,Pelagico,289.76,286480
Merlangius merlangus,Pelagico,289.81,222660
Merlangius merlangus,Pelagico,289.84,327446
Merlangius merlangus,Pelagico,289.93,203551
Merlangius merlangus,Pelagico,290.1,323149
Merlangius merlangus,Pelagico,290.53,423125
Merlangius merlangus,Pelagico,290.67,356509
Merlangius merlangus,Pelagico,290.67,438314
Merlangius merlangus,Pelagico,290.67,524163
Merlangius merlangus,Pelagico,290.81,278515
Merlangius merlangus,Pelagico,290.81,301897
Merlangius merlangus,Pelagico,290.81,504724
Merlangius merlangus,Pelagico,291.24,341561
Merlangius merlangus,Pelagico,291.52,330555
Merlangius merlangus,Pelagico,299.34,315877
Merlangius merlangus,Pelagico,300.01,440461
Merlangius merlangus,Pelagico,300.04,381697
Merlangius merlangus,Pelagico,300.52,406371
Merlangius merlangus,Pelagico,300.52,422021
Merlangius merlangus,Pelagico,300.66,309571
Merlangius merlangus,Pelagico,300.66,391301
Merlangius merlangus,Pelagico,300.81,320684
Merlangius merlangus,Pelagico,300.81,354683
Merlangius merlangus,Pelagico,300.81,478672
Merlangius merlangus,Pelagico,301.11,456298
Merlangius merlangus,Pelagico,302.29,485956
Merlangius merlangus,Pelagico,309.83,334758
Merlangius merlangus,Pelagico,309.83,346463
Merlangius merlangus,Pelagico,309.86,515381
Merlangius merlangus,Pelagico,309.87,491359
Merlangius merlangus,Pelagico,309.91,415366
Merlangius merlangus,Pelagico,309.96,558414
Merlangius merlangus,Pelagico,310.85,392252
Merlangius merlangus,Pelagico,311,351095
Merlangius merlangus,Pelagico,311.16,314256
Merlangius merlangus,Pelagico,311.16,408385
Merlangius merlangus,Pelagico,311.16,459718
Merlangius merlangus,Pelagico,311.31,379612
Merlangius merlangus,Pelagico,311.31,439337
Merlangius merlangus,Pelagico,311.31,476221
